Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Notes
561	itemvipe	Schlangenstab	25000	Weapon2	Staff	2d4	12	Artifact	40	Artefakt	17	0	0	4	103	(der Schnelligkeit, 15 Punkte Giftschaden, kann Verlangsamen zufügen) Dieser magische Stab wurde von den Druiden aus Murmelwald geschaffen, um die Vereinigung von Mensch und Natur zu feiern. Auf ihm ist eine lebende Schlange aufgesetzt. Die Schlange nimmt am Kampf teil und ihr Biss ist nicht nur giftig, sondern sie kann auch die Lebenskraft des Gegners entziehen, wodurch dieser träge und desorientiert wird, während der Träger neue Energie erhält und schneller handeln kann.
562	fencfren	Fechterfreund	30000	Weapon	Dagger	2d3	11	Artifact	45	Artefakt	5	0	0	11	98	(Verdoppelt die Trefferchancen, kritische Trefferchance +10%, Rüstungsklasse +10, Vampir) Dolche dieser Art werden von den Vampiren aus Schattensumpf verwendet, um interne Streitigkeiten beizulegen. Dieser hier scheint über ungewöhnlich starke Verzauberungen zu verfügen, die dem Träger helfen, Angriffe abzuwehren und fortgeschrittene Waffenmanöver auszuführen. Ansonsten sieht er eher unscheinbar aus, aber die bösartige Aura der Klinge zeugt davon, daß sein früherer Besitzer eine lange und erfolgreiche politische Karriere hatte.
563	itemsol	Lichtschwert	30000	Weapon	Sword	3d3	12	Relic	45	Relikt	4	0	0	10	140	(Ignoriert Resistenzen, Lichtmagie +5, Angriff +20, gut) Auf den ersten Blick sieht es aus wie ein zerbrochener Schwertgriff, aber in den Händen eines reinherzigen Verfechters des Guten strahlt dieses Relikt eine brillante Energieklinge aus. Die Klinge schneidet mühelos durch Fleisch, Stein, Rüstungen, Magie und sogar spirituelle Wesen. Zusätzlich kann das Kanalisieren von Lichtzaubern durch das Schwert deren Kraft verstärken. Es gibt viele Legenden über Helden, die mit Hilfe dieser Waffe über die Mächte des Bösen triumphierten. Nun, da Sie diese gefunden haben, werden Sie die nächste Legende werden?		
564	itemogin	Oghma Infinium	20000	N / A	Misc	0	0	Relic	35	Relikt	78	0	0	0	0	(Fähigkeitspunkte +80, altern) Dieser Kodex, auch bekannt als das Librum des Wissens, wurde von einem längst vergessenen alten Weisen verfasst, der sich auf unheilige Weise verbotenes Wissen angeeignet hatte. Das Wissen in diesem Relikt kann jeden zum Meister seiner Kunst machen, doch der Preis für diese Weisheit ist die Jugend und Lebenskraft des Lesers. Wie dieses Buch nach Enroth gelangte, ist ein Rätsel, aber es gehört nicht hierher, und du befürchtest, daß es verschwinden wird, sobald du es öffnest. Lies also schnell!		
565	itemgrim	Sensenmann	20000	Weapon2	Axe	3d7	14	Relic	35	Relikt	8	0	0	20	150	"(Chance auf sofortigen Tod, verbraucht Zauberpunkte) Diese Streitaxt ist ein missglückter Prototyp einer ""absoluten Waffe"", die von der Nekromantengilde von Jadame in Auftrag gegeben wurde. Theoretisch sollte sie das Leben ihres Opfers mit einem einzigen Schlag beenden, aber die Verzauberung ist alles andere als zuverlässig und nicht einmal autark, sondern zehrt ständig an der magischen (oder Lebens-)Energie ihres Trägers. Die Geschichte erinnert sich an die Bemerkung des damaligen Gildenführers Ferredine: ""Warum sollte ich lernen, eine Axt zu schwingen, um einen einzigen Feind zu töten, wenn ich den Tod atmen und ein Dutzend töten kann?"" Sensenmann wurde schließlich versteigert und landete in einer Schatzkammer."		
566	itemwiba	Hexenbann	15000	Amulet	Misc	0	0	Relic	30	Relikt	33	0	0	0	0	(Magie - Immunität, kann keine Zauberpunkte behalten) Ein tapferer Ritter namens Chadwick Blackpoole trug dieses Amulett einst als Schutz gegen Archibalds Hexenmeister und Nekromanten während der Erbfolgekriege. (Anscheinend war es ein Geschenk eines Zauberers, den er in einer früheren Schlacht gerettet hatte.) Das Amulett macht seinen Träger für magische Energie unempfindlich, was für jeden angehenden Zauberer ein ernsthaftes Hindernis darstellt, obwohl Chadwick das offensichtlich nichts ausmachte.
567	itemboh	Bodenloser Beutel	15000	N /A	Misc	0	0	Artifact	30	Artefakt	151	0	0	0	0	"Ein unscheinbarer Lederbeutel entpuppt sich als viel größer, als er aussieht! Diese Art von Raum-Falt-Magie ist sehr selten und unzuverlässig; du nimmst dir vor, deine Zauberstäbe zum Aufheben von Zaubern in einem separaten Fach aufzubewahren. Um den Beutel zu benutzen, klicken Sie auf das Charakterbild im Inventory - Bildschirm"		
568	itemclov	Kleeblattkeule	25000	Weapon	Mace	1d8	15	Artifact	40	Artefakt	14	0	0	23	100	"(Glück +50, verdoppelt kritische Trefferchancen) Die Verzauberungen dieses Streitkolbens sind subtil, aber mächtig. Es schlägt deine Feinde nicht mit Blitzen nieder und belegt sie auch nicht mit tödlichen Flüchen, sondern macht seinen Besitzer einfach glücklicher - und lässt dieses Glück direkt auf den Kampf einwirken, wodurch sich die Chance erheblich erhöht, deinen Gegner unvorbereitet zu treffen und ihm verheerenden Schaden zuzufügen. Zwar verwandelt sie einen gewöhnlichen Bauern nicht in einen unbesiegbaren Helden, doch ein erfahrener Abenteurer, der (durch Glück) ""Kleeblattkeule"" gefunden hat, kann mit ihr sein Kampfpotenzial besser ausschöpfen als mit jeder anderen Waffe."
569	itemflat	Zermalmer	30000	Weapon1or2	Mace	2d5	17	Relic	45	Relikt	14	0	0	21	127	"(Spektral, kann Massenfurcht auslösen; langsam, wenn nicht mit beiden Händen geführt) Diese Waffe ist eher ein Streitkolben als ein Hammer und schlägt mit solcher Wucht zu, daß sie den Feind buchstäblich zermalmen und ihm schreckliche innere Verletzungen zufügen kann - daher auch der Name. Der Kopf ist außerdem verzaubert, um auch immaterielle Feinde treffen zu können. Allerdings ist der Zermalmer zu schwer, um bequem mit einer Hand geführt zu werden; glücklicherweise ist der Griff lang genug, um ihn mit beiden Händen zu führen."		
570	itemeloq	Talisman der Beredsamkeit	25000	Amulet	Misc	0	0	Relic	40	Relikt	33	0	0	0	0	(Verringert die Zaubererholung, Feilschen +5, verbraucht Zauberpunkte) Talismane wie dieser wurden von den Zaubererkönigen des alten Bracaduun getragen, aber das Geheimnis ihrer Herstellung ging verloren. Die Magie des Relikts ermöglicht es seinem Träger, leichter und klarer zu sprechen. Es ist zwar für jeden Herrscher (oder Kaufmann) nützlich, aber besonders wertvoll für Zauberer, denn je schneller der Zauber gesprochen wird, desto eher kann der nächste gesprochen werden! Wie andere stark verzauberte Gegenstände entzieht auch dieser Talisman seinem Träger magische Energie.
571	itemgadg	Taschengürtel	20000	Belt	Misc	0	0	Artifact	35	Artefakt	28	0	0	0	0	(Erhöht die Kraft von verwendeten Zauberstäben, Spruchrollen und Tränken) Dieser Gürtel wurde vom Anführer der Schattengilde von Enroth während ihres kurzen Aufstiegs zur Macht hergestellt und getragen. Er verfügt über unzählige Taschen voller Fokussierungssteine und Katalysatoren, die niemals zu versiegen scheinen. Diese können verwendet werden, um die Funktion der meisten verbrauchbaren magischen Gegenstände zu verbessern. Obwohl er von jedem benutzt werden kann, wurde er von einem Dieb, für einen Dieb hergestellt, und nur Diebe sind in der Lage, die volle Bedeutung dieses Artefakts zu verstehen.
572	itemgard	Gartenhandschuhe	20000	Gauntlets	Misc	3	8	Artifact	35	Artefakt	30	0	0	0	0	(der Erdmagie, getötete Monster können Reagenzien fallen lassen) Dieses Artefakt birgt mächtige Erdmagie, die für jeden Alchemisten von Interesse ist. Wenn es eine Wunde trifft, pflanzt es einen magischen Samen in den Feind, der nach dessen Tod geerntet werden kann und in der Regel eine Art alchemistisches Reagenz liefert. Aufgrund ihrer Affinität zur Natur sind Ranger und Druiden erfolgreicher im Umgang mit den Handschuhen, aber auch andere Klassen können sie verwenden.
573	null	_artifact573	0	0	0	0	0	0	0	_artifact573	0	0	0	0	0	Description here.
574	null	_artifact574	0	0	0	0	0	0	0	_artifact574	0	0	0	0	0	Description here.
575	null	_artifact575	0	0	0	0	0	0	0	_artifact575	0	0	0	0	0	Description here.
576	null	_artifact576	0	0	0	0	0	0	0	_artifact576	0	0	0	0	0	Description here.
577	null	_artifact577	0	0	0	0	0	0	0	_artifact577	0	0	0	0	0	Description here.
578	null	_artifact578	0	0	0	0	0	0	0	_artifact578	0	0	0	0	0	Description here.
579	null	_artifact579	0	0	0	0	0	0	0	_artifact579	0	0	0	0	0	Description here.
580	null	_artifact580	0	0	0	0	0	0	0	_artifact580	0	0	0	0	0	Description here.
581	null	_artifact581	0	0	0	0	0	0	0	_artifact581	0	0	0	0	0	Description here.
582	null	_artifact582	0	0	0	0	0	0	0	_artifact582	0	0	0	0	0	Description here.
583	null	_artifact583	0	0	0	0	0	0	0	_artifact583	0	0	0	0	0	Description here.
584	null	_artifact584	0	0	0	0	0	0	0	_artifact584	0	0	0	0	0	Description here.
585	null	_artifact585	0	0	0	0	0	0	0	_artifact585	0	0	0	0	0	Description here.
586	null	_artifact586	0	0	0	0	0	0	0	_artifact586	0	0	0	0	0	Description here.
587	null	_artifact587	0	0	0	0	0	0	0	_artifact587	0	0	0	0	0	Description here.
588	null	_artifact588	0	0	0	0	0	0	0	_artifact588	0	0	0	0	0	Description here.
589	null	_artifact589	0	0	0	0	0	0	0	_artifact589	0	0	0	0	0	Description here.
590	null	_artifact590	0	0	0	0	0	0	0	_artifact590	0	0	0	0	0	Description here.
591	null	_artifact591	0	0	0	0	0	0	0	_artifact591	0	0	0	0	0	Description here.
592	null	_artifact592	0	0	0	0	0	0	0	_artifact592	0	0	0	0	0	Description here.
593	null	_artifact593	0	0	0	0	0	0	0	_artifact593	0	0	0	0	0	Description here.
594	snipquiv	Scharfschützen - Köcher	4000	Belt	Misc	0	0	Artifact	-25	Gürtel	28	0	0	0	0	"(Bogen +8, der Deckung) Gehörte einst Malcolm Hawkeye, dem wohl größten Scharfschützen aller Zeiten. Die Pfeile im Köcher sind außerordentlich scharf und treffen immer ihr Ziel; außerdem füllen sie sich auf magische Weise von selbst wieder auf. Der Gürtel, an dem der Köcher befestigt ist, ist ebenfalls verzaubert, um feindliche Pfeile abzuwehren, da Malcolm kein Unbekannter war."
595	itemragr	Ring der Monsterverärgerung	2000	Ring	Misc	0	0	Special	-8	Ring	32	des Verspottens	0	0	0	"Als Sie diesen Ring in die Hand nehmen, spüren Sie Hunderte von unfreundlichen Blicken, die auf Sie gerichtet sind. Dieser Gegenstand ist eindeutig verflucht; Sie sollten ihn so schnell wie möglich an einen Trottel verpfänden."		
596	itemtk4	Vampirmesser	2500	Missile	Dagger	2d2	7	Special	-16	Messer	153	of Darkness	0	18	-85	Ein Satz purpurroter Wurfmesser, gefunden in einer Vampirgruft. Die Klingen saugen das Leben aus ihren Opfern, und nach jedem Wurf erscheint ein neues Messer, was einen ständigen Ansturm von Angriffen ermöglicht. Mit dieser Waffe geschickt umzugehen, macht es fast unmöglich, im Kampf zu sterben.
597	item007	Todesklinge	666	Weapon2	Sword	4d5	250	Special	-50	Zweihänder	2	of Darkness	0	16	142	Nur zum Testen!
598	itemroba	Robe des Erzmagiers	2500	Armor	Misc	1	3	Special	-20	Robe	152	of Water Magic	0	0	0	Diese zeremonielle Robe wird von Erzmagiern der Schule der Zauberei (derzeit Thomas Grey) bei offiziellen Anlässen und bestimmten magischen Ritualen getragen. Um letztere zu unterstützen, ist der Stoff verzaubert, um Zauber des Elements Wasser zu verstärken.		
599	itemstar	Stab des Erzmagiers	2500	Weapon2	Staff	2d4	8	Special	-20	Stab	17	of Air Magic	0	6	95	Dieser zeremonielle Stab wird von Erzmagiern der Schule der Zauberei (derzeit Thomas Grey) bei offiziellen Anlässen und bestimmten magischen Ritualen geführt. Um letztere zu unterstützen, ist die Kugel an der Spitze des Stabs verzaubert, um Zauber des Elements Luft zu verbessern.
600	item297	Herz des Waldes	5000	N / A	Misc	0	0	0	0	Edelstein	145	0	0	0	0	Suchgegenstand: Ein Juwel, wie Ihr noch keinen gesehen habt.
601	item259	Lich Gefäß	0	0	0	0	0	0	0	Gefäß	92	0	0	0	0	Suchgegenstand: Ein Gefäß, das Ihre physische und seelische Essenz bewahrt. Verlieren Sie es nicht!
602	item351	Kiste mit Seelengefäßen	3000	N / A	Misc	0	0	0	0	Gefäßschachtel	134	0	0	0	0	Suchgegenstand: Ein mit Liebe gearbeitetes Rosenholzkästchen, das Lichgefäße beinhaltet. Dieses Kästchen scheint voll zu sein.
603	item247	Parsons Federkiel	0	N / A	Misc	0	0	3	0	Federkiel	81	0	0	0	0	Suchgegenstand: König Parsons Hand führte diese Feder, um den Vertrag zu unterzeichnen, der den ersten Holzkrieg beendete.
604	item299	Tiefseeanzug	0	N / A	Misc	0	0	3	0	seltsamer Anzug	133	0	0	0	0	Suchgegenstand: Dieser Schutzanzug gewährleistet nicht nur die Atmung, sondern schützt auch vor dem extremen Druck in großer Tiefe. Es scheint so, als ob kein anderer Gegenstand unter oder über dem Schutzanzug getragen werden kann. Ihr müsst alle anderen Gegenstände ausziehen.
605	item362	Oszillations - Regulator	30000	N / A	Misc	0	0	3	0	Gegenstand der Alten	147	0	0	0	0	Suchgegenstand: Dieses Ding hat keine sichtbaren Symbole oder Teile. Warum es so wertvoll ist, liegt jenseits Eures Fassungsvermögens.
606	item250	Siegelring	0	N / A	Misc	0	0	2	0	Ring	83	0	0	0	0	"Suchgegenstand: Ein stilisiertes ""D"" und ""P"" sind - von einer Schlange umgeben, die eine Krone trägt - als Siegel eingraviert. Dieser Ring muß wohl Davrick gehören."		
607	item251	Brief von Johann Kerrid an den Feenkönig	0	N / A	Misc	0	0	4	0	Brief	84	0	0	0	0	Suchgegenstand: Ein Brief von Johann Kerrid an den König der Feen. Einen versiegelten Brief zu öffnen zeugt von schlechten Manieren und würde von allen Seiten mißbilligt werden.		
608	item252	Versiegelter Brief 	0	N / A	Misc	0	0	4	0	Brief	84	0	0	0	0	Ein versiegelter Brief.		
609	item253	Versiegelter Brief 	4000	N / A	Misc	0	0	5	0	Brief	84	0	0	0	0	Ein versiegelter Brief.		
610	item254	Versiegelter Brief 	1000	N / A	Misc	0	0	5	0	Brief	84	0	0	0	0	Ein versiegelter Brief.		
611	item255	Versiegelter Brief 	1200	N / A	Misc	0	0	5	0	Brief	84	0	0	0	0	Ein versiegelter Brief.		
612	item256	Versiegelter Brief 	2200	N / A	Misc	0	0	5	0	Brief	84	0	0	0	0	Ein versiegelter Brief.		
613	item257	Versiegelter Brief 	1400	N / A	Misc	0	0	5	0	Brief	84	0	0	0	0	Ein versiegelter Brief.		
614	item258	Brief von Norbert Thrush an Lord Markham	1600	N / A	Misc	0	0	5	0	Brief	84	0	0	0	0	Suchgegenstand: Ein Brief von Norbert Thrush an Lord Markham. Einen versiegelten Brief zu öffnen zeugt von schlechten Manieren und würde von allen Seiten mißbilligt werden.		
615	item294	Lich - Gefäß	1800	N / A	Misc	0	0	5	0	Gefäß	148	0	0	0	0	Suchgegenstand: ein leeres Gefäß.		
616	genielmp	Dschinnlampe	0	N / A	Misc	0	0	5	0	Lampe	93	0	0	0	0	Die Dschinns, die in solchen Lampen gefangen sind, belohnen normalerweise denjenigen, der sie freiläßt. Manchmal bereitet es ihnen jedoch auch grausames Vergnügen, das erste Lebewesen, das ihnen begegnet, zu strafen. Um die Dschinnlampe zu benutzen, klicken Sie mit ihr auf das Bild des Charakters im Inventory - Bildschirm.
617	item261	Ritter - Statuette	0	N / A	Misc	0	0	5	0	Statuette	94	0	0	0	0	Suchgegenstand: Eine kleine Statuette einer Ritterfigur. Sie scheint eine schwache Magie auszustrahlen.		14
618	item262	Adler - Statuette	0	N / A	Misc	0	0	5	0	Statuette	95	0	0	0	0	Suchgegenstand: Eine kleine Statuette eines stolzen Adlers. Sie scheint eine schwache Magie auszustrahlen.		13
619	item263	Engel - Statuette	0	N / A	Misc	0	0	1	0	Statuette	96	0	0	0	0	Suchgegenstand: Eine kleine Statuette eines Engels. Sie scheint eine schwache Magie auszustrahlen.		6
620	item365	Großer Wandteppich	0	N / A	Misc	0	0	3	0	Wandteppich	146	0	0	0	0	Ein großer Wandteppich, geeignet, um in einem Schloß zu hängen.		
621	item265	Gemälde einer Engelsstatue	0	N / A	Misc	0	0	5	0	Gemälde	98	0	0	0	0	Suchgegenstand: Ein Gemälde eines Engelbrunnens, der im Schloßhof von Burg Ironfist steht.		
622	item266	Gemälde von Archibald Ironfist	0	N / A	Misc	0	0	5	0	Gemälde	99	0	0	0	0	Suchgegenstand: Ein Gemälde von Archibald Ironfist, kurz vor dem Erbfolgekrieg in Enroth.
623	item267	Gemälde von Roland Ironfist	0	N / A	Misc	0	0	3	0	Gemälde	100	0	0	0	0	Suchgegenstand: Ein Gemälde von Roland Ironfist, kurz vor dem Erbfolgekrieg in Enroth.
624	item268	Vase	1000	N / A	Misc	0	0	3	0	Vase	101	0	0	0	0	Suchgegenstand: Eine kleine Porzellanvase, die mit einer Inschrift versehen ist: An Lord Markham, für hervorragende Dienste im Krieg, Königin Catherine.
625	heirloom	Erbstück - Amulett	1250	Amulet	Misc	0	0	4	-14	Amulett	33	0	0	0	0	Suchgegenstand: Dieses Metallrechteck trägt alte Hieroglyphen, vermutlich den Namen und den Adelstitel des Vorfahren Ihres Kunden.
626	item270	Schädel von Zokarr IV	100	N / A	Misc	0	0	3	0	Schädel	103	0	0	0	0	Suchgegenstand: Der Schädel des alten Zwergenkönigs Zokarr IV. Er sieht nicht sonderlich beeindruckend aus.
627	anctears	Tränen der Alten	4000	N / A	Misc	0	0	6	0	Gefäß	106	0	0	0	0	Suchgegenstand: Die klare Flüssigkeit darin sieht nicht besonders beeindruckend aus. Kaum zu glauben, daß es sich um das letzte Glas auf dem gesamten Kontinent handeln könnte.
628	item272	Haldars sterbliche Reste	0	N / A	Misc	0	0	6	0	Gefäß	105	0	0	0	0	Suchgegenstand: Das seltsam geformte Gefäß widersteht allen Versuchen, es zu öffnen oder es zu zerbrechen. Haldar will scheinbar nicht gestört werden.
629	item273	Elixier	750	N / A	Misc	0	0	6	0	Flasche	106	0	0	0	0	Suchgegenstand: Ein glimmendes Elixir, das offensichtlich magische Eigenschaften besitzt.
630	item274	Roter Apfel	300	N / A	Misc	0	0	3	0	Apfel	107	0	0	0	0	"Äpfel wie dieser werden von magiegesättigten Bäumen hervorgebracht; sie sind normalerweise aus den Elfenlanden von Avlee oder dem tulareanischen Wäldern, allerdings nicht beschränkt auf diese Gegenden. Um den Apfel zu benutzen, klicken Sie auf das Charakterbild im Inventory - Bildschirm."
631	item275	Wertvoller Hut	0	N / A	Misc	0	0	4	0	Hut	108	0	0	0	0	Suchgegenstand: Dieser Hut gehört einem reicheren Mitglied der Gesellschaft, die Feder ist echt und die Ausführung teuer. Leider paßt er nicht.
632	item277	Laute	0	N / A	Misc	0	0	4	0	Instrument	110	0	0	0	0	Suchgegenstand: Diese Laute wurde mit Meisterhand gearbeitet und mit Liebe und Sorgfalt behandelt. Dieses Instrument gehört sicherlich einem Barden.
633	item276	Feenflöte	0	N / A	Misc	0	0	1	0	Instrument	109	0	0	0	0	Suchgegenstand: Eine fein gearbeitete und täuschend einfach aussehende Flöte, die schwer zu spielen ist. Sie scheint ihren eigenen Willen zu haben.
634	item278	Greifenherz' Fanfare	0	N / A	Misc	0	0	3	0	Instrument	111	0	0	0	0	Suchgegenstand: Ein Artefakt aus einem Elfen/Menschen Streit, das Terrance Greifenherz bei einem gewagten Nachtangriff elfischer Streitkräfte verlor. Gerüchten zufolge soll keine Armee, die auf der Seite der Fanfare kämpfte, jemals eine Schlacht verloren haben. Auch wenn das Gerücht unwahr ist, die Fanfare verstärkt die Moral sicherlich auf jeder Seite.
635	item279	Muschel	0	N / A	Misc	0	0	3	0	Muschel	112	0	0	0	0	Suchgegenstand: Muscheln dieser Größe kann man nur an den Stränden der Smaragdinsel finden. So eine könnte ein nettes Souvenir sein.
636	Item280	Stück einer Fliese	0	N / A	Misc	0	0	6	0	Kachel	113	0	0	0	0	Suchgegenstand: Diese Bodenfliese war offensichtlich ein Teil aus der Bibliothek des Tempels des Mondes.
637	item281	Flügelbesetzte Sandalen	0	Boots	Misc	0	0	3	-40	Sandalen	114	0	0	0	0	(Reaktion +100, Geschick +50, Elektro - Resistenz +50, Regeneration TP und ZP, Federfall) Die geflügelten Sandalen, die die Füße eines Gottes geziert haben sollen, verleihen ihrem Träger große Macht.
638	item282	Festgewand	0	N / A	Misc	0	0	3	0	Gewand	115	0	0	0	0	Suchgegenstand: Das Festgewand wird von Priestern bei jahreszeitlichen Festlichkeiten getragen. Obwohl es keine Macht besitzt, glaubt das gemeine Volk, daß es Glück für das Wachstum und die Ernte verheißt.
639	item368	Golem - Brustkorb	500	N / A	Misc	0	0	2	0	Golemteil	116	0	0	0	0	Suchgegenstand: Der breite Torso eines mächtigen Golems. Er scheint noch ein paar Handgriffe zu benötigen, bevor er brauchbar ist.
640	item369	Verbeulter Golemkopf	300	N / A	Misc	0	0	6	0	Golemteil	117	0	0	0	0	Suchgegenstand: Der verbeulte Schädel eines mächtigen Golems. Er sieht irgendwie...seltsam aus. Er scheint noch ein paar Handgriffe zu benötigen, bevor er brauchbar ist.
641	item370	Golemkopf	400	N / A	Misc	0	0	4	0	Golemteil	118	0	0	0	0	Suchgegenstand: Der stolze Kopf eines mächtigen Golems. Er scheint noch ein paar Handgriffe zu benötigen, bevor er brauchbar ist.
642	item371	Golembein (links)	400	N / A	Misc	0	0	2	0	Golemteil	119	0	0	0	0	Suchgegenstand: Das massive linke Bein eines mächtigen Golems. Es scheint noch ein paar Handgriffe zu benötigen, bevor es brauchbar ist.
643	item372	Golembein (rechts)	400	N / A	Misc	0	0	6	0	Golemteil	120	0	0	0	0	Suchgegenstand: Das massive rechte Bein eines mächtigen Golems. Es scheint noch ein paar Handgriffe zu benötigen, bevor es brauchbar ist.
644	item373	Golemarm (rechts)	400	N / A	Misc	0	0	1	0	Golemteil	121	0	0	0	0	Suchgegenstand: Der kraftvolle rechte Arm eines mächtigen Golems. Er scheint noch ein paar Handgriffe zu benötigen, bevor er brauchbar ist.
645	item374	Golemarm (links)	400	N / A	Misc	0	0	5	0	Golemteil	122	0	0	0	0	Suchgegenstand: Der kraftvolle linke Arm eines mächtigen Golems. Er scheint noch ein paar Handgriffe zu benötigen, bevor er brauchbar ist.
646	item290	Hufeisen	800	N / A	Misc	0	0	5	0	Hufeisen	123	0	0	0	0	Dieses einwandfreie Hufeisen ist aus Silber. Um es zu benutzen, klicken Sie es auf ein Charakterportrait.
647	item291	Drachenei	2000	N / A	Misc	0	0	1	0	Ei	124	0	0	0	0	Suchgegenstand: Das Ei ist rauh, ledrig und merkwürdig warm, und scheint darauf zu warten, ausgebrütet zu werden.
648	item292	Laterne des heiligen Lichtes	0	N / A	Misc	0	0	4	0	Laterne	125	0	0	0	0	Suchgegenstand: Diese Laterne leuchtet mit einem blassen, heiligen Licht, obwohl keine Flamme im Inneren zu brennen scheint.
649	item293	Abgenutzter Riemen	50	N / A	Misc	0	0	4	0	Riemen	126	0	0	0	0	Suchgegenstand: Dieser Riemen ist so weit abgenutzt, daß er keine Stunde mehr hält. Hoffentlich ist das lange genug.
650	item288	Tempel in der Flasche	0	N / A	Misc	0	0	1	0	Flasche	127	0	0	0	0	Ein seltsam geformtes, kleines Gebäude feinster Machart ist in dieser Flasche. Etwas an dieser Flasche lockt Sie hinein. Um sie zu benutzen, muß sie aufgenommen und auf das Charakterbild geklickt werden.
651	item295	Arcomage - Karten	0	N / A	Misc	0	0	4	0	Karten	128	0	0	0	0	Suchgegenstand: Ein Stapel schöner Karten für ein beliebtes Kartenspiel.
652	item209	Schlüssel (westliche Säule)	0	N / A	Misc	0	0	6	0	Schlüssel	80	0	0	0	0	Ein kleiner Schlüssel.
653	item212	Schlüssel (mittlere Säule)	0	N / A	Misc	0	0	6	0	Schlüssel	80	0	0	0	0	Ein kleiner Schlüssel.
654	item210	Schlüssel (östliche Säule)	0	N / A	Misc	0	0	6	0	Schlüssel	80	0	0	0	0	Ein kleiner Schlüssel.
655	item213	Hügelgrab - Schlüssel	0	N / A	Misc	0	0	6	0	Schlüssel	80	0	0	0	0	Ein kleiner Schlüssel.
656	item214	Hügelgrab - Schlüssel	0	N / A	Misc	0	0	6	0	Schlüssel	80	0	0	0	0	Ein kleiner Schlüssel.
657	item215	Hügelgrab - Schlüssel	0	N / A	Misc	0	0	6	0	Schlüssel	80	0	0	0	0	Ein kleiner Schlüssel.
658	item080	Schild eines Mitbewerbers	300	Shield	Shield	6	1	4	-4	Schild eines Mitbewerbers	23	0	0	60	55	Suchgegenstand: Die Innenseite des Schildes ist blutverschmiert. Der Besitzer ist sicherlich getötet worden, während er den Schild trug.
659	item205	Williams Turmschlüssel	0	N / A	Misc	0	0	6	0	Schlüssel	80	0	0	0	0	Ein kleiner Schlüssel.
660	item206	Catherines Schlüssel	0	N / A	Misc	0	0	6	0	Schlüssel	80	0	0	0	0	Ein kleiner Schlüssel.
661	item207	Kolonie Zod - Schlüssel	0	N / A	Misc	0	0	6	0	Schlüssel	80	0	0	0	0	Ein kleiner Schlüssel.
662	item208	Feenschlüssel	0	N / A	Misc	0	0	6	0	Schlüssel	80	0	0	0	0	Ein kleiner Schlüssel.
663	item211	Schlüssel zur Kanalisation	0	N / A	Misc	0	0	6	0	Schlüssel	80	0	0	0	0	Danach gesucht? Kein Wunder, daß er nicht in den Abwasserkanälen war…er hatte sich die ganze Zeit draußen in Erathia versteckt.
664	item216	Dschinn - Schlüssel	0	N / A	Misc	0	0	6	0	Schlüssel	80	0	0	0	0	Ein kleiner Schlüssel.
665	item211	Newname Key	0	N / A	Misc	0	0	6	0	Schlüssel	80	0	0	0	0	Ein kleiner Schlüssel.
666	item212	Newname Key	0	N / A	Misc	0	0	1	0	Schlüssel	80	0	0	0	0	Ein kleiner Schlüssel.
667	item213	Newname Key	0	N / A	Misc	0	0	1	0	Schlüssel	80	0	0	0	0	Ein kleiner Schlüssel.
668	item214	Newname Key	0	N / A	Misc	0	0	1	0	Schlüssel	80	0	0	0	0	Ein kleiner Schlüssel.
669	item215	Newname Key	0	N / A	Misc	0	0	1	0	Schlüssel	80	0	0	0	0	Ein kleiner Schlüssel.
670	item216	Newname Key	0	N / A	Misc	0	0	1	0	Schlüssel	80	0	0	0	0	Ein kleiner Schlüssel.
671	axe4	Snergles Axt	0	Weapon	Axe	4d3	9	5	-15	Axt	7	0	0	0	0	Suchgegenstand: Die beste Zwergenaxt, die je auf Enroth hergestellt wurde. Snergles Name wurde in fließenden Runen in das Blatt eingraviert.
672	lshield3	Lord Kilburns Schild	0	Shield	Shield	6	3	4	-8	großer Schild	23	0	0	0	0	Suchgegenstand: Der verbeulte Schild trägt Kilburns Namen, eingeprägt in die Unterkante.
673	item182	Lich jar Placeholder	0	Mscroll	Misc	0	1	2	0	Schriftrolle	135	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
674	item182	Elixir Placeholder	0	Mscroll	Misc	0	1	2	0	Schriftrolle	35	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
675	item361	Kontrollkubus	10000	N / A	Misc	0	1	2	0	Kubus	143	0	0	0	0	Suchgegenstand: Ein kleiner schwarzer Kubus aus unbestimmbarem Metall.
676	item363	Altarstück	2000	N / A	Misc	0	1	2	0	Altarstück	135	0	0	0	0	Suchgegenstand: Ein seltsamer Gegenstand aus unbekanntem rötlichen Metall. Er scheint nur halb zu sein.
677	item364	Altarstück	2000	N / A	Misc	0	1	2	0	Altarstück	135	0	0	0	0	Suchgegenstand: Ein seltsamer Gegenstand aus unbekanntem rötlichen Metall. Er scheint nur halb zu sein.
