Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Notes		
558	itemhach	Головоломка	25000	Weapon	Axe	4d2	15	Relic	40	Реликвия	7	0	0	28	100	"(10-15 урона от Мысли, наводит Берсерк, -30 Интеллект, Сила духа и Защита от мысли) Чары на этом топоре позволяют ему поражать не только тело, но и разум, вызывая сильную боль и периодические приступы безумия.  К несчастью, рукоятка оружия плохо изолирована, и долгое использование Головоломки может вызывать помутнение рассудка.  Но конечно, для профессионального топороносца это, как правило, пиремелемый ком-пор... эээ, хорошая сделка!"
559	itemstrd	Штормовой Трезубец	25000	Weapon1or2	Spear	2d6	14	Artifact	40	Артефакт	11	0	0	20	145	"(6-15 урона от Грома, Иммунитет к грому, Хождение по воде, бесплатно колдует Молнию) Согласно легенде, это оружие некогда принадлежало могущественному Титану, повелевающему морем и штормами.  Трезубец не только защищает от утопления, но и способен поглощать любые электрические атаки противника.  Накопленный заряд затем разряжается либо при атаке в ближнем бою, либо в виде молнии."		
560	itemrobe	Мантия Эллингера	35000	Armor	Misc	1	3	Artifact	50	Артефакт	152	0	0	0	0	"(Сохранение, иммунитет к слабости, +2 ко всем магическим навыкам) Наследие давно забытой эры, это одеяние - мечта любого чародея.  На мантию наложены могущественные чары, защищающие тело и душу во время истощающих магических ритуалов.  Кроме того, она усиляет колдовской навык владельца; странные древние чары не делают различия между школами магии, так что их эффект шире, но слабее современных аналогов.  Много нераскрытых тайн окружают этот артефакт, и не меньшая среди них - почему это мантия, а не ботинки?.."		
561	itemvipe	Гадюка	25000	Weapon2	Staff	2d4	12	Artifact	40	Артефакт	17	0	0	4	103	"(Быстрая, 15 урона от Яда, замедляет врага) Созданный друидами Шепчущего леса как символ единения человека и природы, этот магический посох сращён с живой змеёй.  Змея помогает владельцу в битве, и её укус не только ядовит, но также может вытягивать жизненную силу из врага, оставляя его вялым и медлительным, в то время как владелец Гадюки становится быстрее, чем прежде."
562	item288	Храм в бутылке	20000	N / A	Misc	0	0	Artifact	35	Артефакт	127	0	0	0	0	Небольшое здание странной формы выстроено прямо внутри стеклянной бутылки.  Что-то манит вас внутрь бутылки.  Чтобы использовать, поднимите бутылку и щелкните мышкой на портрете вашего персонажа в меню снаряжения.		
563	itemsol	Меч Света	30000	Weapon	Sword	3d3	12	Relic	45	Реликвия	4	0	0	10	140	"(Игнорирует устойчивости, +5 магия Света, Добро) На первый взгляд выглядящая как обломанная рукоятка меча, в руках чистого сердцем поборника добра эта реликвия испускает лезвие из блистательной энергии.  Лезвие с одинаковой лёгкостью пронзает плоть, камень, доспехи, чары, и даже бесплотных противников.  Кроме того, меч может фокусировать пропущенные через него заклинания Света, увеличивая их силу.  Существует немало легенд о героях, победивших силы зла с помощью этого оружия.  Теперь, когда вы нашли его, станете ли вы новой легендой?"		
564	itemogin	Огма Инфиниум	20000	N / A	Misc	0	0	Relic	35	Реликвия	78	0	0	0	0	"(+80 очков навыков, старение) Также известный как Книга Знаний, этот манускрипт был написан давно забытым древним мудрецом, добывшим запретные знания нечестивыми способами.  Знания, заключённые в реликвии, сделают любого мастером своего дела, но платой за мудрость послужат юность и жизненная сила.  Как этот том попал в Энрот - загадка, однако ему явно здесь не место, и вы боитесь, что книга исчезнет, как только вы её откроете.  Так что читайте быстро!"		
565	itemgrim	Мрачный Жнец	20000	Weapon2	Axe	3d7	10	Relic	35	Реликвия	8	0	0	20	150	(Шанс мгновенно убить врага, отнимает очки магии) Эта секира - неудачный прототип "абсолютного оружия", заказанного Гильдией некромантов Джадама.  В теории она должна была отнимать жизнь одним ударом, но зачарование срабатывает далеко не всегда; мало того, чары не самодостаточны и требуют подпитки в виде магической (или жизненной) энергии владельца.  В историю вошло высказывание тогдашнего главы гильдии Ферредина: "Зачем мне учиться махать топором ради шанса умертвить одного противника, когда я могу выдохнуть смерть и убить дюжину?"  Мрачный Жрец в конце концов был продан собирателям редкостей и осел в чьей-то сокровищнице.		
566	itemwiba	Гроза Ведьм	15000	Amulet	Misc	0	0	Relic	30	Реликвия	33	0	0	0	0	"(Иммунитет к магии, теряются очки магии) Храбрый рыцарь Чедвик Блэкпул некогда носил этот амулет, чтобы защититься от колдунов и некромантов Арчибальда во время Войны за наследство.  (Говорят, это был подарок волшебника, чью жизнь он спас в начале войны.)  Амулет изолирует владельца от магической энергии, что делает его почти бесполезным для практикующего магию героя, но для Чедвика это не было проблемой."
567	itemboh	Бездонный мешок	15000	N /A	Misc	0	0	Artifact	30	Артефакт	151	0	0	0	0	"На вид обычная кожаная сумка оказалась куда больше внутри!  Такие свёртывающие пространство чары очень редки и ненадёжны; вы напоминаете себе хранить ваши жезлы отмены в отдельном кармане рюкзака.  Чтобы использовать, поднимите мешок и щелкните мышкой на портрете вашего персонажа в меню снаряжения."		
568	itemclov	Клевер	25000	Weapon	Mace	2d4	15	Artifact	40	Артефакт	14	0	0	23	100	"(+50 Удача, удваивает шанс критического удара) Чары на этой булаве не бросаются в глаза, но они сильны.  Клевер не осыпает врагов молниями и смертельными проклятиями, он просто делает владельца удачливее - и позволяет этой удаче напрямую влиять на битву, намного увеличивая застать противника врасплох и нанести разрушительный урон.  Хотя это не сделает вчерашнего крестьянина непобедимым героем, состоявшийся искатель приключений, удачливо нашедший Клевер, реализует свой боевой потенциал в большей степени, чем с любым другим оружием."		
569	itemflat	Расплющиватель	30000	Weapon1or2	Mace	2d5	17	Relic	45	Реликвия	14	0	0	21	127	"(Призрачный, наводит Изменение веса; медленный, если не держать в двух руках) Скорее кувадла, чем молот, это оружие ударяет так сильно, что может буквально раздавить врага, нанося ужасные внутренние повреждения - отсюда и имя.  Кроме того, наконечник молота зачарован и способен поражать призраков.  Однако Расплющиватель слишком тяжёл, чтобы его было удобно держать одной рукой; к счастью, рукоятка достаточно длинна для двуручной хватки."		
570	itemeloq	Талисман Красноречия	25000	Amulet	Misc	0	0	Relic	40	Реликвия	33	0	0	0	0	"(Уменьшает восстановление после заклинаний, +5 навык торговли, отнимает очки магии) Такие талисманы носились королями-волшебниками древнего Бракадуна, в наше время секрет их изготовления утерян.  Чары реликвии позволяют её владельцу легче и понятнее изъясняться; хотя это полезно любому правителю (или торговцу), для чародеев такая способность особенно ценна, так как чем быстрее произносится заклинание, тем скорее можно сколдовать ещё одно!  Подобно другим сильно зачарованным предметам, талисман подпитывается магической энергией владельца."
571	itemgadg	Пояс Умельца	20000	Belt	Misc	0	0	Artifact	35	Артефакт	28	0	0	0	0	"(Усиляет используемые жезлы, свитки и зелья) Изготовленный и носимый лидером Гильдии Тени во время её короткого процветания в Энроте, этот пояс увешан бесчисленными мешочками фокусирующих камней и катализаторов, которые, кажется, никогда не кончаются.  Их можно использовать для усиления эффекта большинства расходных магических предметов.  Хотя кто угодно может носить этот артефакт, он был сделан Вором для Вора, и только Воры могут в полной мере в нём разобраться."
572	itemgard	Перчатки Садовника	20000	Gauntlets	Misc	3	8	Artifact	35	Артефакт	30	0	0	0	0	"(Магии Земли, из убитых монстров выпадают реагенты) В этом артефакте сосредоточена могущественная магия Земли, полезная для любого алхимика.  Когда владелец перчаток ранит врага, в нём образуется магическое семя, которое после смерти может вызреть в алхимический реагент.  Благодаря своей близости к природе, Рейнджеры и Друиды лучше всего обращаются с этим артефактом, но другие классы также могут его использовать."
573	null	_artifact573	0	0	0	0	0	0	0	_artifact573	0	0	0	0	0	Описание здесь.		
574	null	_artifact574	0	0	0	0	0	0	0	_artifact574	0	0	0	0	0	Описание здесь.		
575	null	_artifact575	0	0	0	0	0	0	0	_artifact575	0	0	0	0	0	Описание здесь.		
576	null	_artifact576	0	0	0	0	0	0	0	_artifact576	0	0	0	0	0	Описание здесь.		
577	null	_artifact577	0	0	0	0	0	0	0	_artifact577	0	0	0	0	0	Описание здесь.		
578	null	_artifact578	0	0	0	0	0	0	0	_artifact578	0	0	0	0	0	Описание здесь.		
579	null	_artifact579	0	0	0	0	0	0	0	_artifact579	0	0	0	0	0	Описание здесь.		
580	null	_artifact580	0	0	0	0	0	0	0	_artifact580	0	0	0	0	0	Описание здесь.		
581	null	_artifact581	0	0	0	0	0	0	0	_artifact581	0	0	0	0	0	Описание здесь.		
582	null	_artifact582	0	0	0	0	0	0	0	_artifact582	0	0	0	0	0	Описание здесь.		
583	null	_artifact583	0	0	0	0	0	0	0	_artifact583	0	0	0	0	0	Описание здесь.		
584	null	_artifact584	0	0	0	0	0	0	0	_artifact584	0	0	0	0	0	Описание здесь.		
585	null	_artifact585	0	0	0	0	0	0	0	_artifact585	0	0	0	0	0	Описание здесь.		
586	null	_artifact586	0	0	0	0	0	0	0	_artifact586	0	0	0	0	0	Описание здесь.		
587	null	_artifact587	0	0	0	0	0	0	0	_artifact587	0	0	0	0	0	Описание здесь.		
588	null	_artifact588	0	0	0	0	0	0	0	_artifact588	0	0	0	0	0	Описание здесь.		
589	null	_artifact589	0	0	0	0	0	0	0	_artifact589	0	0	0	0	0	Описание здесь.		
590	null	_artifact590	0	0	0	0	0	0	0	_artifact590	0	0	0	0	0	Описание здесь.		
591	null	_artifact591	0	0	0	0	0	0	0	_artifact591	0	0	0	0	0	Описание здесь.		
592	null	_artifact592	0	0	0	0	0	0	0	_artifact592	0	0	0	0	0	Описание здесь.		
593	null	_artifact593	0	0	0	0	0	0	0	_artifact593	0	0	0	0	0	Описание здесь.		
594	perfebow	Совершенный Лук	4000	Missile	Bow	5d2	12	Special	0	Лук	12	Проклятый	0	12	40	Лук, кажется, определяет силу своего владельца и приспосабливается соответственным образом.  Тетива натягивается легко и ее просто удерживать в таком положении.  Дюжины маленьких преимуществ в конструкции лука, наподобие этого, делают его одним из чудеснейших видов оружия.		
595	itemragr	Кольцо раздражения монстров	2000	Ring	Misc	0	0	Special	0	Кольцо	32	Насмешек	0	0	0	Как только вы берёте это кольцо в руки, вы ощущаете себя в центре нежелательного и недружелюбного внимания.  Этот предмет явно проклят; вам стоит побыстрее продать его какому-нибудь простаку.		
596	itemtk4	Ножи Вампира	2500	Missile	Dagger	1d4	7	Special	0	Ножи	153	Темноты	0	18	-85	Набор багряных метательных ножей, добытый вами из вампирского схрона.  Клинки пьют жизнь из своих жертв, и новый нож появляется в футляре после каждого броска, позволяя кидать их почти непрерывно.  Умело владея этим оружием, можно выжить почти в любой битве.		
597	item007	Лезвие Смерти	666	Weapon2	Sword	4d5	250	Special	0	Двуручный меч	2	Темноты	0	16	142	Только для тестирования!
598	itemroba	Мантия Архимагистра	2500	Armor	Misc	1	3	Special	0	Мантия	152	Магии Воды	0	0	0	"Эта церемониальная мантия носится Архимагистром Школы волшебства (сейчас это Томас Грей) в официальных ситуациях и во время некоторых магических ритуалов.  Для этой последней цели, чары в ткани усиляют заклинания стихии Воды."		
599	itemstar	Посох Архимагистра	2500	Weapon2	Staff	2d4	8	Special	0	Посох	17	Магии Воздуха	0	6	95	"Этот церемониальный посох используется Архимагистром Школы волшебства (сейчас это Томас Грей) в официальных ситуациях и во время некоторых магических ритуалов.  Для этой последней цели, шар на конце посоха усиляет заклинания стихии Воздуха."
600	item297	Сердце Леса	0	N / A	Misc	0	0	0	0	Драгоценный камень	145	0	0	0	0	Квестовый предмет:  Драгоценность, каких вы никогда не видели.		
601	item259	Сосуд Лича	0	0	0	0	0	0	0	Сосуд	92	0	0	0	0	Квестовый предмет:  Сосуд, содержащий вашу физическую и духовную суть.  Не потеряйте сосуд.		
602	item351	Ларец с Сосудами Души	0	N / A	Misc	0	0	0	0	Ларец с Сосудами Души	134	0	0	0	0	Квестовый предмет:  Любовно сделанный ларец из розового дерева для хранения Сосудов Личей.  Этот ларец полон.		
603	item247	Перо Парсона	0	N / A	Misc	0	0	3	0	Перо	81	0	0	0	0	Квестовый предмет:  Это перо было в руке Короля Парсона при подписании договора об окончании Первой Древесной Войны.		
604	item299	Гидрокостюм	0	N / A	Misc	0	0	3	0	Странный костюм	133	0	0	0	0	Квестовый предмет:  Этот гидрозащитный костюм позволяет не только дышать, но и защищает от излишнего давления при глубоком погружении в море. При надетом костюме нельзя носить на себе другие вещи.  Для ношения этого костюма вы должны снять ВСЕ снаряжение.		
605	item362	Волновой Разрушитель	0	N / A	Misc	0	0	3	0	Древность	147	0	0	0	0	Квестовый предмет:  В этом устройстве нет видимых символов или частей.  Почему оно так ценно - вне вашего понимания.		
606	item250	Перстень с печатью	0	N / A	Misc	0	0	2	0	Кольцо	83	0	0	0	0	Квестовый предмет:  Стилизованные Д и П, перевитые змеей с короной над головой, выгравированы на лицевой части этого кольца.  Перстень, определенно, принадлежит Дэврику.		
607	item251	Письмо от Иоханна Керрида Королю фей	0	N / A	Misc	0	0	4	0	Письмо	84	0	0	0	0	Квестовый предмет:  Письмо от Иоханна Керрида Королю фей.  Открывать чужие письма некрасиво и обоим сторонам это не понравилось бы.		
608	item252	Запечатанное Письмо 2	0	N / A	Misc	0	0	4	0	Письмо	84	0	0	0	0	Запечатанное письмо.		
609	item253	Запечатанное Письмо 3	4000	N / A	Misc	0	0	5	0	Письмо	84	0	0	0	0	Запечатанное письмо.		
610	item254	Запечатанное Письмо 4	1000	N / A	Misc	0	0	5	0	Письмо	84	0	0	0	0	Запечатанное письмо.		
611	item255	Запечатанное Письмо 5	1200	N / A	Misc	0	0	5	0	Письмо	84	0	0	0	0	Запечатанное письмо.		
612	item256	Запечатанное Письмо 6	2200	N / A	Misc	0	0	5	0	Письмо	84	0	0	0	0	Запечатанное письмо.		
613	item257	Запечатанное Письмо 7	1400	N / A	Misc	0	0	5	0	Письмо	84	0	0	0	0	Запечатанное письмо.		
614	item258	Письмо от Норберта Траша Лорду Мархэму	1600	N / A	Misc	0	0	5	0	Письмо	84	0	0	0	0	Квестовый предмет:  Письмо от Норберта Траша Лорду Мархэму.  Открывать чужие письма некрасиво и обоим сторонам это не понравилось бы.		
615	item294	Сосуд Лича	1800	N / A	Misc	0	0	5	0	Сосуд	148	0	0	0	0	Квестовый предмет:  Пустой сосуд		
616	item260	Лампа с джинном	2000	N / A	Misc	0	0	5	0	Лампа	93	0	0	0	0	"Джинны, заточенные в этих лампах, обычно вознаграждают тех, кто освобождает их; хотя иногда они испытывают жестокое наслаждение, наказывая первое живое существо, которое встретят.  Чтобы использовать лампу с джинном, поднимите лампу и левой кнопкой мышки щелкните на портрете вашего персонажа в меню снаряжения."		
617	item261	Статуэтка рыцаря	2500	N / A	Misc	0	0	5	0	Статуэтка	94	0	0	0	0	Квестовый предмет:  Маленькая статуэтка - фигурка рыцаря.  Статуэтка, кажется, излучает слабую магию.		14
618	item262	Статуэтка орла	3000	N / A	Misc	0	0	5	0	Статуэтка	95	0	0	0	0	Квестовый предмет:  Маленькая статуэтка гордого орла.  Статуэтка, кажется, излучает слабую магию.		13
619	item263	Статуэтка ангела	0	N / A	Misc	0	0	1	0	Статуэтка	96	0	0	0	0	Квестовый предмет:  Маленькая статуэтка ангела.  Статуэтка, кажется, излучает слабую магию.		6
620	item365	Большой гобелен	0	N / A	Misc	0	0	3	0	Гобелен	146	0	0	0	0	Большой гобелен, идеально подходит для украшения зала в замке.		
621	item265	Картина со статуей ангела	0	N / A	Misc	0	0	5	0	Рисунок	98	0	0	0	0	Квестовый предмет:  Рисунок фонтана с ангелом во дворе Замка Айронфист.		
622	item266	Портрет Арчибальда Айронфиста	0	N / A	Misc	0	0	5	0	Рисунок	99	0	0	0	0	Квестовый предмет:  Портрет Арчибальда Айронфиста до Войны за Наследство в Энроте.		
623	item267	Портрет Роланда Айронфиста	0	N / A	Misc	0	0	3	0	Рисунок	100	0	0	0	0	Квестовый предмет:  Портрет Роланда Айронфиста до Войны за Наследство в Энроте.		
624	item268	Ваза	0	N / A	Misc	0	0	3	0	Ваза	101	0	0	0	0	Квестовый предмет:  Эта маленькая фарфоровая ваза имеет гравировку: Лорду Мархэму за большую помощь в войне. Королева Катерина.		
625	item269	Цветок (Роза)	0	N / A	Misc	0	0	3	0	Цветок	102	0	0	0	0	Красная роза.		
626	item270	Череп Зокарра IV	0	N / A	Misc	0	0	3	0	Череп	103	0	0	0	0	Квестовый предмет:  Череп старого Короля гномов Зокарра IV.  Выглядит не особенно впечатляюще.		
627	item271	Бедренная кость	0	N / A	Misc	0	0	3	0	Кость	104	0	0	0	0	Человеческая(?) бедренная кость.		
628	item272	Прах Халдара	0	N / A	Misc	0	0	6	0	Сосуд	105	0	0	0	0	Квестовый предмет:  Этот сосуд странной формы не удается ни открыть, ни сломать даже после нескольких попыток.  Похоже, что Халдар не хочет, чтобы его тревожили. 		
629	item273	Эликсир	0	N / A	Misc	0	0	6	0	Бутылка	106	0	0	0	0	Квестовый предмет:  Светящийся эликсир с, вероятно, магическими свойствами.		
630	item274	Красное яблоко	0	N / A	Misc	0	0	3	0	Яблоко	107	0	0	0	0	Такие яблоки растут на магических деревьях, обычно в эльфийских землях АвЛи и в Тулареанском лесу, хотя и не только в этих областях.  Чтобы использовать яблоко, возьмите его и левой кнопкой мыши щелкните на портрете вашего персонажа в меню снаряжения.		
631	item275	Шляпа изобилия	0	N / A	Misc	0	0	4	0	Шляпа	108	0	0	0	0	Квестовый предмет: Эта шляпа, похоже, принадлежит влиятельному члену общества: перо настоящее, и качество на уровне.  К сожалению, она не того размера.		
632	item277	Лютня	0	N / A	Misc	0	0	4	0	Инструмент	110	0	0	0	0	Квестовый предмет: Эта лютня мастерски изготовлена, и ухаживали за ней с любовью.  Этот инструмент явно принадлежит менестрелю.		
633	item276	Волшебная Свирель	0	N / A	Misc	0	0	1	0	Инструмент	109	0	0	0	0	Квестовый предмет:  Эта прекрасно выполненная свирель хотя и выглядит незамысловатой, но играть на ней трудно. Похоже, она сама себе на уме.		
634	item278	Труба Грифонхарта	0	N / A	Misc	0	0	3	0	Инструмент	111	0	0	0	0	Квестовый предмет:  Артефакт из недавнего спора эльфов и людей, потерянный Террансом Грифонхартом в отчаянной ночной схватке с силами эльфов. Ходят слухи, что армия, сражавшаяся под звуки этой трубы, не проиграла ни одного сражения.  Даже если слухи ложные, они, несомненно, усилят моральный дух каждой из сторон.		
635	item279	Морская раковина	0	N / A	Misc	0	0	3	0	Морская раковина	112	0	0	0	0	Квестовый предмет: Морские раковины таких больших размеров находят только на берегах Изумрудного острова.  Одна из них могла бы стать прекрасным сувениром, напоминающем о времени, проведенном здесь.		
636	Item280	Половая плитка (с иероглифами Храма Луны)	0	N / A	Misc	0	0	6	0	Плитка	113	0	0	0	0	Квестовый предмет: Эта плитка была, очевидно частью библиотеки в Храме Луны.		
637	item281	Крылатые Сандалии	0	Boots	Misc	0	0	3	0	Сандалии	114	0	0	0	0	(+100 Скорость, +50 Меткость, +50 Щит от воздуха, восстановление ед.зд., восстановление очк.магии, Падение пера) По слухам, обувь бога, крылатые сандалии передают огромную силу своему обладателю.		
638	item282	Епитрахиль Времен Года	0	N / A	Misc	0	0	3	0	Епитрахиль	115	0	0	0	0	Квестовый предмет: Епитрахиль Времен Года надевается священниками во время празднеств в честь времен года. Хотя у нее нет никакой силы, большинство простых людей думает, что она дает удачу при выращивании или сборе урожая.		
639	item368	Торс голема	0	N / A	Misc	0	0	2	0	Часть голема	116	0	0	0	0	Квестовый предмет:  Широкий торс могучего голема.  Для полной готовности, похоже, требуется небольшая сборка.		
640	item369	Нормальная голова голема Эбби	0	N / A	Misc	0	0	6	0	Часть голема	117	0	0	0	0	Квестовый предмет:  Голова могучего голема с вмятиной.  Выглядит немного... странно.  Для полной готовности, похоже, требуется небольшая сборка.		
641	item370	Голова голема	0	N / A	Misc	0	0	4	0	Часть голема	118	0	0	0	0	Квестовый предмет:  Гордая голова могучего голема.  Для полной готовности, похоже, требуется небольшая сборка.		
642	item371	Левая нога голема	0	N / A	Misc	0	0	2	0	Часть голема	119	0	0	0	0	Квестовый предмет:  Массивная левая нога могучего голема.  Для полной готовности, похоже, требуется небольшая сборка.		
643	item372	Правая нога голема	0	N / A	Misc	0	0	6	0	Часть голема	120	0	0	0	0	Квестовый предмет:  Массивная правая нога могучего голема.  Для полной готовности, похоже, требуется небольшая сборка.		
644	item373	Правая рука голема	0	N / A	Misc	0	0	1	0	Часть голема	121	0	0	0	0	Квестовый предмет:  Мощная правая рука могучего голема.  Для полной готовности, похоже, требуется небольшая сборка.		
645	item374	Левая рука голема	0	N / A	Misc	0	0	5	0	Часть голема	122	0	0	0	0	Квестовый предмет:  Мощная левая рука могучего голема.  Для полной готовности, похоже, требуется небольшая сборка.		
646	item290	Подкова	0	N / A	Misc	0	0	5	0	Подкова	123	0	0	0	0	Эта отличная подкова выполнена из серебра.  Чтобы использовать, возьмите подкову и щелкните правой кнопкой на портрете персонажа.		
647	item291	Яйцо дракона	0	N / A	Misc	0	0	1	0	Яйцо	124	0	0	0	0	Квестовый предмет:  Грубое, кожаное и странно теплое, это яйцо почти готово проклюнуться.		
648	item292	Фонарь Света	0	N / A	Misc	0	0	4	0	Фонарь	125	0	0	0	0	Квестовый предмет:  Этот фонарь светит слабым светом, хотя внутри, кажется, нет никакого пламени.		
649	item293	Изношенный ремень	0	N / A	Misc	0	0	4	0	Пояс	126	0	0	0	0	Квестовый предмет:  Этот ремень так сильно изношен, что протянет не более часа.  К счастью, этого времени должно хватить.		
650	item288	Храм в бутылке	0	N / A	Misc	0	0	1	0	Бутылка	127	0	0	0	0	Небольшое здание странной формы выстроено прямо внутри стеклянной бутылки.  Что-то манит вас внутрь бутылки.  Чтобы использовать, поднимите бутылку и щелкните мышкой на портрете вашего персонажа в меню снаряжения.		
651	item295	Колода для игры в АркоМэйдж	0	N / A	Misc	0	0	4	0	Колода	128	0	0	0	0	Квестовый предмет: Колода причудливо нарисованных карт, используемая для популярной карточной игры.		
652	item209	Ключ Западного Столпа	0	N / A	Misc	0	0	6	0	Ключ	80	0	0	0	0	Маленький ключ.		
653	item205	Ключ Центрального Столпа	0	N / A	Misc	0	0	6	0	Ключ	80	0	0	0	0	Маленький ключ.		
654	item210	Ключ Восточного Столпа	0	N / A	Misc	0	0	6	0	Ключ	80	0	0	0	0	Маленький ключ.		
655	item208	Ключ от кургана	0	N / A	Misc	0	0	6	0	Ключ	80	0	0	0	0	Маленький ключ.		
656	item208	Ключ от кургана	0	N / A	Misc	0	0	6	0	Ключ	80	0	0	0	0	Маленький ключ.		
657	item208	Ключ от кургана	0	N / A	Misc	0	0	6	0	Ключ	80	0	0	0	0	Маленький ключ.		
658	item080	Щит соперника	300	Shield	Shield	6	1	4	0	Щит соперника	23	0	0	60	55	Квестовый предмет:  На тыльной стороне этого потрепанного щита пятна крови.  Несомненно, его владелец был убит.		
659	item205	Ключ от башни Вильяма	0	N / A	Misc	0	0	6	0	Ключ	80	0	0	0	0	Маленький ключ.		
660	item206	Ключ Катерины	0	N / A	Misc	0	0	6	0	Ключ	80	0	0	0	0	Маленький ключ.		
661	item207	Ключ Колонии Зод	0	N / A	Misc	0	0	6	0	Ключ	80	0	0	0	0	Маленький ключ.		
662	item208	Ключ Феи	0	N / A	Misc	0	0	6	0	Ключ	80	0	0	0	0	Маленький ключ.		
663	item211	Ключ от Канализации	0	N / A	Misc	0	0	6	0	Ключ	80	0	0	0	0	Искали?  Не удивительно, что не нашли в канализации...  он все время был в Эрафии.		
664	item210	Ключ с новым названием	0	N / A	Misc	0	0	6	0	Ключ	80	0	0	0	0	Маленький ключ.		
665	item211	Ключ с новым названием	0	N / A	Misc	0	0	6	0	Ключ	80	0	0	0	0	Маленький ключ.		
666	item212	Ключ с новым названием	0	N / A	Misc	0	0	1	0	Карта	80	0	0	0	0	Маленький ключ.		
667	item213	Ключ с новым названием	0	N / A	Misc	0	0	1	0	Карта	80	0	0	0	0	Маленький ключ.		
668	item214	Ключ с новым названием	0	N / A	Misc	0	0	1	0	Карта	80	0	0	0	0	Маленький ключ.		
669	item215	Ключ с новым названием	0	N / A	Misc	0	0	1	0	Карта	80	0	0	0	0	Маленький ключ.		
670	item216	Ключ с новым названием	0	N / A	Misc	0	0	1	0	Карта	80	0	0	0	0	Маленький ключ.		
671	axe4	Топор Снергла	0	Weapon	Axe	4d2	9	5	0	Топор	7	0	0	0	0	Квестовый предмет:  Лучший топор гномов, когда-либо произведенный в Энроте, с именем Снергла, написанным витиеватыми рунами гномов поперек топорища.		
672	lshield3	Щит Лорда Килбурна	0	Shield	Shield	6	3	4	0	Большой щит	23	0	0	0	0	Квестовый предмет:  Этот видавший виды щит все еще отмечен именем Килбурна у основания.		
673	item182	Место для Сосуда Лича	0	Mscroll	Misc	0	1	2	0	Свиток с сообщением	135	0	0	0	0	Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.		
674	item182	Место для Эликсира	0	Mscroll	Misc	0	1	2	0	Свиток с сообщением	35	0	0	0	0	Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.		
675	item361	Куб Управления	0	N / A	Misc	0	1	2	0	Куб	143	0	0	0	0	Квестовый предмет:  Небольшой черный куб из неизвестного металла.		
676	item363	Часть алтаря	0	N / A	Misc	0	1	2	0	Часть алтаря	135	0	0	0	0	Квестовый предмет:  Странный объект, изготовленный из неизвестного металла с пурпурным оттенком.  Он кажется завершенным только наполовину.		
677	item364	Часть алтаря	0	N / A	Misc	0	1	2	0	Часть алтаря	135	0	0	0	0	Квестовый предмет:  Странный объект, изготовленный из неизвестного металла с пурпурным оттенком.  Он кажется завершенным только наполовину.		
678	item182	Место для последней части	0	Mscroll	Misc	0	1	2	0	Свиток с сообщением	77	0	0	0	0	Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.		
679	item182	Level Design Placeholder	0	Mscroll	Misc	0	1	2	0	Свиток с сообщением	77	0	0	0	0	Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.		
680	item182	Место для артефакта (эльф против человека)	0	Mscroll	Misc	0	1	2	0	Свиток с сообщением	77	0	0	0	0	Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.		
681	item182	Место для планов Риверстрайда	0	Mscroll	Misc	0	1	2	0	Свиток с сообщением	77	0	0	0	0	Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.		
682	item182	Место для фальшивых планов	0	Mscroll	Misc	0	1	2	0	Свиток с сообщением	77	0	0	0	0	Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.		
683	item182	Карта острова Эвенморн	0	Mscroll	Misc	0	1	2	0	Свиток с сообщением	77	0	0	0	0	Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.		
684	item182	Место для нейтрального лука	0	Mscroll	Misc	0	1	2	0	Свиток с сообщением	35	0	0	0	0	Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.		
685	item182	Место для артефакта Эльф/Человек	0	Mscroll	Misc	0	1	2	0	Свиток с сообщением	35	0	0	0	0	Свиток с сообщением.  Чтобы прочитать сообщение, возьмите свиток и щелкните левой кнопкой мыши на портрете персонажа в меню снаряжения.		
686	item353	Железная руда	0	N / A	Misc	0	1	2	0	Глыба руды	137	0	0	0	0	Маленький пласт железной руды.  В руках умелого ремесленника это могло бы стать оружием, амулетом, кольцом, доспехами или почти любым другим полезным предметом.		
